work_order_id;equipment_id;equipment_type;fabricante;modelo;prioridade;tipo_manutencao;status;data_abertura;data_inicio;data_fim;tempo_reparo_min;causa_raiz;componente_afetado;severidade_falha;tempo_parada_h;horas_planejadas_em_aberto;equipe_capacidade_h_dia;tempo_disponivel_h;tempo_operado_h;local;turno;custo_estimado;responsavel;observacoes
WO0442;H012;Colhedora de cana;Case IH;Cas-275;Alta;Preventiva;Concluída;2025-02-18 03:49;2025-02-19 09:58;2025-02-21 07:22;2724;Manutenção programada;Ferramentas de corte;4;6,9;4,4;14;8,9;2;Fazenda B;Noite;29063;Maria Helena Cassiano;
WO0443;H005;Colhedora de cana;Case IH;Cas-206;Alta;Preditiva;Em Andamento;2026-02-01 18:47;2026-02-02 13:58;;2497;Condições ambientais;Motor;5;0,5;30,4;14;16,2;15,7;Fazenda A;Manhã;31287;Eduarda Barros;
WO0444;T002;Trator;Case IH;Cas-T79;Média;Preditiva;Em Andamento;2026-01-29 20:32;2026-01-30 12:19;;4391;Sobrecarga;Sistema hidráulico;2;6;3,3;15;20,4;14,4;Fazenda A;Noite;10657;Maria Eduarda Moraes;Accusantium incidunt saepe mollitia. Hic dignissimos aperiam rem. Excepturi odio tenetur adipisci a non esse.
WO0445;T010;Trator;Case IH;Cas-T77;Baixa;Preditiva;Aberta;2024-06-02 01:58;;;3355;Desgaste de peças;Transmissão;1;2,6;14,1;9;23,5;20,9;Fazenda A;Noite;3491;Luiz Felipe das Neves;
WO0446;H013;Colhedora de cana;AGCO;AGC-457;Alta;Corretiva;Aberta;2025-03-11 05:39;;;5717;Erro humano;Sistema elétrico;4;17,1;46,5;13;20,9;3,8;Armazém;Tarde;37028;Sra. Elisa Moura;
WO0447;T011;Trator;Case IH;Cas-T147;Baixa;Preditiva;Concluída;2025-08-05 20:02;2025-08-05 22:05;2025-08-06 11:53;828;Sobrecarga;Sistema hidráulico;1;6,9;0,8;7;10,9;4;Fazenda A;Noite;6622;Apollo Barbosa;Ipsum distinctio minus. Minima eveniet voluptatibus maiores dolorum tempore delectus. Earum blanditiis fugiat est unde ad accusantium.
WO0448;T002;Trator;Case IH;Cas-T79;Média;Corretiva;Concluída;2024-03-26 14:04;2024-03-27 00:36;2024-04-01 14:41;8045;Falha mecânica;Motor;3;6,1;47,4;14;13,2;7,1;Fazenda A;Noite;27168;Luna Casa Grande;"Eius dicta exercitationem vel facilis vero eaque.
Repellat eveniet molestias necessitatibus tempora quidem.
Cum eaque eligendi sapiente ab dolorum."
WO0449;T005;Trator;New Holland;New-T152;Alta;Preditiva;Aberta;2023-10-30 18:54;;;4626;Erro humano;Sistema hidráulico;4;1,1;6,2;10;17,4;16,3;Fazenda A;Manhã;14949;Vitor da Rocha;Quasi deserunt iusto nam exercitationem. Aspernatur corporis dolor reiciendis.
WO0450;H009;Colhedora de cana;Valtra;Val-288;Média;Preditiva;Aberta;2024-07-10 21:31;;;9252;Erro humano;Ferramentas de corte;2;15,1;33,5;15;20,4;5,3;Fazenda A;Tarde;2896;Srta. Sarah da Rocha;
WO0451;T007;Trator;John Deere;Joh-T165;Baixa;Preditiva;Concluída;2025-04-08 06:27;2025-04-08 17:47;2025-04-11 13:54;4087;Erro humano;Sistema hidráulico;1;18,2;5,2;11;18,7;0,5;Fazenda A;Noite;3339;Agatha Moraes;
WO0452;H013;Colhedora de cana;AGCO;AGC-457;Média;Preventiva;Aberta;2023-11-23 23:46;;;6779;Manutenção programada;Motor;3;6,7;25,5;11;10,9;4,2;Fazenda B;Noite;17594;Diogo Campos;
WO0453;H009;Colhedora de cana;Valtra;Val-288;Baixa;Corretiva;Concluída;2024-04-10 15:19;2024-04-11 03:26;2024-04-16 23:45;8419;Desgaste de peças;Ferramentas de corte;1;10,4;1,1;7;11,5;1,1;Fazenda A;Noite;9447;Srta. Esther Pimenta;
WO0454;H010;Colhedora de cana;AGCO;AGC-327;Alta;Preventiva;Concluída;2025-07-29 22:13;2025-07-30 17:55;2025-08-01 03:26;2011;Manutenção programada;Pneus/Rodas;5;6,9;14,5;16;11,3;4,4;Fazenda A;Tarde;47775;Srta. Luara Sales;
WO0455;T011;Trator;Case IH;Cas-T147;Alta;Corretiva;Aberta;2024-08-26 04:08;;;5524;Falha mecânica;Motor;4;10,2;33,1;11;17,6;7,4;Fazenda A;Noite;3321;Lucas Lopes;
WO0456;T004;Trator;Valtra;Val-T81;Baixa;Preditiva;Aberta;2025-04-26 10:37;;;5900;Falha mecânica;Ferramentas de corte;1;9,2;31,6;15;10,9;1,7;Armazém;Manhã;7503;Lucas Gabriel Ribeiro;
WO0457;H013;Colhedora de cana;AGCO;AGC-457;Alta;Preditiva;Aberta;2025-02-07 02:43;;;9396;Desgaste de peças;Motor;4;13,5;33,8;16;22,7;9,2;Fazenda B;Tarde;38404;Sr. Noah Melo;
WO0458;T001;Trator;New Holland;New-T163;Alta;Preditiva;Aberta;2024-06-09 20:33;;;3454;Desgaste de peças;Ferramentas de corte;4;15,3;41;11;20,2;4,9;Fazenda B;Noite;21893;Paulo Pires;
WO0459;T012;Trator;John Deere;Joh-T122;Média;Preventiva;Em Andamento;2026-02-17 19:39;2026-02-18 18:40;;803;Manutenção programada;Ferramentas de corte;2;10,4;47,7;6;23,9;13,5;Armazém;Tarde;2500;Sra. Lara Moraes;
WO0460;H004;Colhedora de cana;Valtra;Val-228;Média;Corretiva;Em Andamento;2026-01-28 20:38;2026-01-29 03:42;;4840;Sobrecarga;Sistema elétrico;3;1,3;29;8;13,6;12,3;Armazém;Tarde;2925;Srta. Julia Andrade;
WO0461;T010;Trator;Case IH;Cas-T77;Baixa;Corretiva;Aberta;2023-01-06 14:26;;;5381;Condições ambientais;Sistema elétrico;1;9,6;13,2;6;12,5;2,9;Armazém;Noite;4116;Ayla Pinto;
WO0462;T013;Trator;Valtra;Val-T107;Alta;Preventiva;Aberta;2023-10-13 23:57;;;4308;Manutenção programada;Transmissão;5;0,4;39,1;12;19,7;19,3;Fazenda B;Manhã;18783;Eloá Silva;
WO0463;H003;Colhedora de cana;Valtra;Val-478;Média;Corretiva;Aberta;2023-09-16 08:23;;;8884;Erro humano;Transmissão;3;9,7;45,9;9;15,7;6;Armazém;Tarde;5042;Daniel Abreu;Doloremque quaerat autem aspernatur. Voluptatem mollitia eligendi numquam dolorum totam. Animi omnis ut laboriosam distinctio.
WO0464;T009;Trator;Case IH;Cas-T173;Média;Preditiva;Em Andamento;2026-01-28 08:37;2026-01-28 13:08;;2994;Falha mecânica;Sistema elétrico;2;0,7;20;8;17,9;17,2;Fazenda A;Manhã;9371;João Lucas Farias;
WO0465;T003;Trator;AGCO;AGC-T75;Média;Preditiva;Em Andamento;2026-01-30 17:27;2026-01-31 02:29;;5169;Condições ambientais;Ferramentas de corte;3;0,3;8;14;11;10,7;Fazenda A;Manhã;1775;Sabrina Silva;A asperiores ab veritatis. Corrupti quia repellat nostrum neque cumque in.
WO0466;T010;Trator;Case IH;Cas-T77;Alta;Corretiva;Aberta;2024-12-04 10:27;;;3221;Desgaste de peças;Motor;5;4,3;14,4;6;8,4;4,1;Fazenda A;Tarde;42706;Benicio Souza;Tenetur expedita libero est omnis adipisci. Temporibus eveniet quaerat natus repellat reiciendis ipsa. Culpa corporis amet aperiam voluptatum excepturi similique.
WO0467;H015;Colhedora de cana;Case IH;Cas-360;Alta;Corretiva;Em Andamento;2026-01-29 05:10;2026-01-29 23:31;;5408;Erro humano;Sistema elétrico;5;6,7;43,4;9;8,2;1,5;Fazenda B;Tarde;41016;Maria Júlia da Mata;"Numquam nobis vero distinctio. Excepturi ut facilis tempore libero.
Adipisci eum aperiam natus eveniet dolores exercitationem eligendi. Voluptate nemo minima in cum voluptate odio."
WO0468;T014;Trator;John Deere;Joh-T77;Baixa;Preventiva;Aberta;2023-11-27 16:19;;;2091;Manutenção programada;Ferramentas de corte;1;5,5;35,3;16;15,1;9,6;Fazenda B;Noite;105;João Miguel Dias;Ullam occaecati illum eos quidem dolore. Ipsam voluptas quibusdam soluta sed eaque. Rem natus natus sint repellendus ab perferendis.
WO0469;H015;Colhedora de cana;Case IH;Cas-360;Média;Corretiva;Aberta;2024-04-10 01:07;;;1013;Falha mecânica;Pneus/Rodas;2;0,4;35;15;9;8,6;Fazenda A;Noite;8388;Ana Rezende;
WO0470;H012;Colhedora de cana;Case IH;Cas-275;Alta;Preventiva;Em Andamento;2026-02-13 03:37;2026-02-13 17:44;;4184;Manutenção programada;Sistema elétrico;4;10,7;3,7;6;18;7,3;Armazém;Manhã;17963;Diego Câmara;
WO0471;H003;Colhedora de cana;Valtra;Val-478;Alta;Preditiva;Aberta;2023-04-28 13:48;;;2456;Condições ambientais;Sistema elétrico;5;5,5;47,1;6;10,6;5,1;Fazenda A;Noite;47639;Luísa Casa Grande;Occaecati at nesciunt. Possimus recusandae asperiores repellat amet temporibus. Cupiditate omnis rem.
WO0472;H014;Colhedora de cana;AGCO;AGC-449;Média;Corretiva;Concluída;2025-05-24 10:56;2025-05-26 02:04;2025-05-28 21:48;4064;Condições ambientais;Pneus/Rodas;3;5,2;8,6;13;10,8;5,6;Fazenda A;Tarde;24174;Bernardo Moraes;
WO0473;T001;Trator;New Holland;New-T163;Média;Corretiva;Aberta;2024-10-18 22:48;;;5174;Desgaste de peças;Sistema hidráulico;2;0,6;7,9;15;15,6;15;Fazenda B;Tarde;18770;Asafe Pires;Fugit rem debitis doloribus perferendis veniam. Quibusdam quos eum aperiam voluptatem rem. Iste eveniet laborum saepe quia quas facere veritatis.
WO0474;H007;Colhedora de cana;John Deere;Joh-358;Média;Preditiva;Concluída;2025-09-11 20:16;2025-09-12 01:13;2025-09-15 07:29;4696;Falha mecânica;Sistema hidráulico;3;4,4;41,4;6;21;16,6;Armazém;Tarde;4045;Cauê Vieira;Reprehenderit nulla reprehenderit explicabo labore veritatis. Soluta harum nam aliquam id quos. Dolorem qui earum earum eius totam placeat dignissimos.
WO0475;H013;Colhedora de cana;AGCO;AGC-457;Média;Corretiva;Em Andamento;2026-02-04 23:19;2026-02-05 14:54;;1390;Erro humano;Motor;2;11,1;23,9;8;14,3;3,2;Armazém;Noite;8820;Sarah da Conceição;
WO0476;T005;Trator;New Holland;New-T152;Baixa;Preditiva;Concluída;2023-09-11 02:31;2023-09-12 21:06;2023-09-16 01:12;4566;Falha mecânica;Sistema hidráulico;1;2,1;17,9;9;11,2;9,1;Armazém;Noite;9227;Rafael Cavalcante;"Eum amet eius sunt reiciendis voluptatem omnis. Ut veritatis sequi non accusamus accusamus.
Molestias quidem sit temporibus ducimus nisi repudiandae. Voluptatem tempore eum repudiandae delectus."
WO0477;H004;Colhedora de cana;Valtra;Val-228;Alta;Corretiva;Concluída;2025-09-16 09:14;2025-09-17 02:30;2025-09-21 13:14;6404;Condições ambientais;Sistema hidráulico;5;5,2;19,5;16;11,3;6,1;Fazenda B;Tarde;18840;Beatriz Camargo;
WO0478;T007;Trator;John Deere;Joh-T165;Média;Preditiva;Aberta;2024-04-05 13:12;;;655;Condições ambientais;Sistema elétrico;3;0,7;47,5;13;14,6;13,9;Fazenda A;Manhã;24335;Maria Luiza Ramos;
WO0479;T007;Trator;John Deere;Joh-T165;Média;Corretiva;Aberta;2025-10-21 05:07;;;1234;Desgaste de peças;Motor;2;15,3;28,4;10;16,7;1,4;Fazenda B;Noite;14814;Alice Castro;"Neque voluptatem incidunt esse velit. Praesentium maxime dolorum.
Sed reiciendis veritatis aut amet cupiditate rem. Minus ex sit eaque iste."
WO0480;H008;Colhedora de cana;Valtra;Val-318;Alta;Preditiva;Concluída;2023-03-14 09:12;2023-03-14 20:38;2023-03-16 06:18;2020;Erro humano;Ferramentas de corte;5;16,9;4,6;13;16,9;0;Fazenda B;Manhã;43584;Raul Nogueira;"Velit aliquid culpa non. Aut harum incidunt necessitatibus incidunt. Pariatur sed tenetur molestias.
Quidem provident aliquid. Quo quaerat deleniti."
WO0481;H009;Colhedora de cana;Valtra;Val-288;Baixa;Corretiva;Aberta;2024-01-22 13:53;;;463;Sobrecarga;Ferramentas de corte;1;6,4;6,2;6;18,6;12,2;Fazenda B;Manhã;2681;Sra. Marina Pereira;Adipisci temporibus nostrum. Sapiente repellat quis occaecati quaerat atque. Soluta nihil corporis sunt quos.
WO0482;H013;Colhedora de cana;AGCO;AGC-457;Alta;Corretiva;Em Andamento;2026-01-25 13:36;2026-01-25 20:31;;2528;Erro humano;Sistema elétrico;4;19,4;49,9;8;21,6;2,2;Fazenda A;Manhã;11975;Pedro Silveira;Eius laudantium aliquam illo. Est mollitia nulla doloremque fuga consectetur. Itaque veniam officiis dolores optio deserunt earum.
WO0483;T006;Trator;New Holland;New-T150;Média;Preventiva;Concluída;2023-09-24 02:24;2023-09-25 02:37;2023-09-26 09:05;1828;Manutenção programada;Sistema hidráulico;2;7,5;46,2;6;8,1;0,6;Armazém;Manhã;14007;Eloá Campos;
WO0484;H007;Colhedora de cana;John Deere;Joh-358;Alta;Preventiva;Aberta;2025-03-16 09:08;;;5837;Manutenção programada;Motor;5;19,1;29,8;12;23,2;4,1;Fazenda A;Tarde;14883;Luiz Miguel Barros;
WO0485;H005;Colhedora de cana;Case IH;Cas-206;Alta;Preventiva;Em Andamento;2026-01-28 17:20;2026-01-29 11:39;;2423;Manutenção programada;Motor;4;6,4;42,2;15;10,4;4;Armazém;Noite;10493;Bruna Brito;
WO0486;T001;Trator;New Holland;New-T163;Alta;Preventiva;Concluída;2024-12-21 22:19;2024-12-22 19:44;2024-12-24 07:02;2118;Manutenção programada;Ferramentas de corte;5;9,8;8;10;10,2;0,4;Fazenda B;Noite;34074;Sofia Costela;
WO0487;H002;Colhedora de cana;New Holland;New-267;Média;Preventiva;Concluída;2023-11-24 23:18;2023-11-25 21:35;2023-11-29 23:51;5896;Manutenção programada;Sistema elétrico;2;13,1;39,4;8;21,9;8,8;Fazenda B;Tarde;16733;Ana Beatriz Almeida;"Sed saepe dolorem facilis earum. Ipsa esse repellat iste placeat.
Necessitatibus quod eligendi. Accusamus quasi vel voluptatibus."
WO0488;T014;Trator;John Deere;Joh-T77;Média;Preditiva;Aberta;2024-07-24 07:51;;;7166;Erro humano;Pneus/Rodas;2;8,2;18,1;15;23,3;15,1;Armazém;Manhã;10218;Lucas Rezende;Soluta eaque facere beatae nobis. Inventore aut praesentium quisquam doloremque recusandae aliquam. Unde fuga deserunt odit nesciunt neque.
WO0489;T014;Trator;John Deere;Joh-T77;Média;Corretiva;Aberta;2025-01-18 20:42;;;8516;Desgaste de peças;Pneus/Rodas;3;17,8;2,9;11;20,4;2,6;Fazenda B;Tarde;19207;Gael Fernandes;"Perspiciatis beatae vel id perspiciatis adipisci. Amet error accusantium quibusdam. Sequi rerum delectus nulla cumque quis.
Nihil maxime voluptas fugit numquam. Dolor laudantium eligendi."
WO0490;H004;Colhedora de cana;Valtra;Val-228;Média;Preditiva;Em Andamento;2026-02-11 02:55;2026-02-11 08:41;;1923;Sobrecarga;Sistema elétrico;3;9,1;13,4;8;20,1;11;Armazém;Noite;8240;Raquel Aragão;"Amet amet eum quam ad laudantium dolor facere.
Debitis veritatis tempore iure impedit quaerat. Ab consectetur velit excepturi. Beatae eligendi vitae dolore pariatur a."
WO0491;T013;Trator;Valtra;Val-T107;Alta;Preventiva;Aberta;2023-07-20 05:24;;;8574;Manutenção programada;Motor;4;16,6;16,9;13;17,2;0,6;Armazém;Manhã;23602;Apollo Novaes;
WO0492;T002;Trator;Case IH;Cas-T79;Média;Preventiva;Aberta;2023-12-02 16:45;;;2891;Manutenção programada;Transmissão;2;7,9;11,4;13;20,8;12,9;Armazém;Manhã;1975;Fernanda Aparecida;
WO0493;T013;Trator;Valtra;Val-T107;Média;Preventiva;Concluída;2023-06-06 02:42;2023-06-07 08:38;2023-06-11 01:19;5321;Manutenção programada;Sistema hidráulico;3;9,1;21,9;13;15,2;6,1;Armazém;Noite;13730;Lucca Jesus;Illo unde animi iste. Et nostrum quas aspernatur necessitatibus quae fugiat. Aperiam iusto aspernatur.
WO0494;H012;Colhedora de cana;Case IH;Cas-275;Alta;Preditiva;Concluída;2024-01-09 13:31;2024-01-11 09:59;2024-01-13 04:47;2568;Desgaste de peças;Sistema elétrico;5;7,9;5,3;14;12;4,1;Fazenda A;Noite;39835;Manuella Abreu;"Eligendi nobis et rem. Dolore vel harum in totam quisquam quidem.
Sunt nam ad quidem corporis possimus. Necessitatibus impedit corporis distinctio optio tempore."
WO0495;H010;Colhedora de cana;AGCO;AGC-327;Alta;Preventiva;Em Andamento;2026-02-04 13:59;2026-02-04 17:27;;3389;Manutenção programada;Motor;4;4,2;48;15;8,7;4,5;Fazenda B;Manhã;6186;Dra. Lorena Gonçalves;Cum ut illum magni. Explicabo voluptatum sunt nesciunt delectus laudantium. Sunt culpa velit adipisci.
WO0496;T007;Trator;John Deere;Joh-T165;Baixa;Corretiva;Concluída;2023-11-24 05:15;2023-11-26 01:21;2023-11-30 20:54;6933;Falha mecânica;Sistema hidráulico;1;5,6;5,9;15;11,7;6,1;Fazenda A;Manhã;8115;Sr. Joaquim Jesus;Mollitia maxime quas blanditiis voluptates tempora. Velit molestiae explicabo. Iusto perspiciatis eveniet illum. Sit ex natus.
WO0497;T010;Trator;Case IH;Cas-T77;Baixa;Corretiva;Concluída;2025-05-25 15:35;2025-05-26 08:03;2025-05-28 13:49;3226;Sobrecarga;Sistema hidráulico;1;6,9;37,9;6;9,2;2,3;Armazém;Noite;6603;Melina Aparecida;
WO0498;T014;Trator;John Deere;Joh-T77;Alta;Corretiva;Concluída;2024-12-12 23:23;2024-12-13 13:31;2024-12-16 10:35;4144;Condições ambientais;Motor;5;6;5,5;13;20,3;14,3;Fazenda A;Noite;7468;Alana da Rocha;
WO0499;H013;Colhedora de cana;AGCO;AGC-457;Média;Preditiva;Concluída;2025-07-24 09:23;2025-07-26 05:40;2025-07-28 00:00;2540;Sobrecarga;Transmissão;3;2,1;44,8;6;10,3;8,2;Fazenda A;Noite;27915;Gabriela da Mata;Minima quam saepe id. Distinctio debitis quia mollitia reiciendis itaque ut debitis.
WO0500;H004;Colhedora de cana;Valtra;Val-228;Alta;Preditiva;Concluída;2025-09-27 06:07;2025-09-28 08:41;2025-09-30 18:49;3488;Sobrecarga;Ferramentas de corte;5;15,1;38,1;12;19,7;4,6;Fazenda B;Noite;43516;Lunna Dias;Itaque provident enim dicta repudiandae velit excepturi. Cumque reiciendis eligendi voluptates neque non quasi dolor. Similique praesentium quo accusamus debitis dignissimos distinctio.
WO0501;T008;Trator;Case IH;Cas-T163;Baixa;Corretiva;Aberta;2024-09-24 20:23;;;3009;Desgaste de peças;Sistema elétrico;1;8,3;6,9;14;19,3;11;Fazenda B;Tarde;225;Maria Cecília Moura;
WO0502;T002;Trator;Case IH;Cas-T79;Média;Corretiva;Aberta;2023-10-18 16:50;;;4198;Falha mecânica;Pneus/Rodas;2;0,5;15,4;11;16,6;16,1;Fazenda A;Tarde;16473;Dante da Conceição;
WO0503;T008;Trator;Case IH;Cas-T163;Alta;Preditiva;Concluída;2024-09-05 12:13;2024-09-06 20:33;2024-09-10 17:54;5601;Condições ambientais;Transmissão;5;14,4;44,3;14;23;8,6;Fazenda B;Noite;22274;Nicole Cavalcanti;"Exercitationem illo dolor aperiam tempora omnis. Ut voluptates veniam neque expedita similique mollitia.
Esse vitae accusamus fuga molestias expedita. Atque quia omnis adipisci."
WO0504;T015;Trator;Case IH;Cas-T200;Baixa;Corretiva;Aberta;2024-04-21 09:22;;;5901;Sobrecarga;Sistema hidráulico;1;7;31,4;14;9,4;2,4;Fazenda A;Manhã;2804;Antony Novaes;Similique veritatis blanditiis non voluptatum ea natus. At voluptatem distinctio dignissimos excepturi. Excepturi magni eius eius dignissimos consectetur voluptates.
WO0505;H010;Colhedora de cana;AGCO;AGC-327;Média;Corretiva;Em Andamento;2026-02-07 20:19;2026-02-08 18:18;;3308;Falha mecânica;Pneus/Rodas;2;4,6;8,3;16;11;6,4;Armazém;Tarde;13389;Dr. Enzo Nogueira;
WO0506;H006;Colhedora de cana;Valtra;Val-290;Alta;Corretiva;Concluída;2025-11-05 09:27;2025-11-06 17:06;2025-11-06 23:32;386;Falha mecânica;Motor;5;15;46,3;10;15,6;0,6;Fazenda B;Manhã;40871;Alice Dias;Vel harum laboriosam consequuntur voluptatem velit natus delectus. Occaecati facilis minima officia repudiandae debitis.
WO0507;H003;Colhedora de cana;Valtra;Val-478;Alta;Preventiva;Aberta;2023-05-01 10:59;;;6326;Manutenção programada;Sistema hidráulico;5;7,9;22,4;15;19,4;11,5;Fazenda B;Manhã;32443;Yasmin da Rocha;Alias veritatis consequuntur maxime. Reiciendis nam sint corrupti. Similique beatae id modi iure placeat minima.
WO0508;H011;Colhedora de cana;Valtra;Val-331;Alta;Corretiva;Concluída;2024-12-03 14:07;2024-12-04 00:53;2024-12-04 17:47;1014;Desgaste de peças;Sistema hidráulico;5;3,9;43,4;12;13,8;9,9;Fazenda A;Manhã;20011;Davi Luiz Pastor;
WO0509;T012;Trator;John Deere;Joh-T122;Alta;Preventiva;Concluída;2026-02-16 19:16;2026-02-18 10:54;2026-02-24 13:15;8781;Manutenção programada;Transmissão;5;3,4;42,4;15;12,6;9,2;Fazenda B;Tarde;44695;Sra. Bruna Cavalcante;"Assumenda sit nostrum illo rem. Quaerat libero numquam.
Officiis beatae quibusdam ipsum. Optio quisquam perferendis fugiat. Commodi accusamus explicabo molestias esse architecto."
WO0510;H012;Colhedora de cana;Case IH;Cas-275;Média;Preventiva;Concluída;2024-11-09 19:17;2024-11-10 18:46;2024-11-16 08:10;8004;Manutenção programada;Motor;2;0,7;8,5;14;16;15,3;Fazenda A;Tarde;17045;Sr. Dante Macedo;Repellat at eaque aliquid nulla ipsam eligendi. Soluta earum doloremque. Consequuntur nam est unde. Facere facilis nulla laboriosam cupiditate at animi.
WO0511;T001;Trator;New Holland;New-T163;Alta;Preventiva;Em Andamento;2026-01-26 08:36;2026-01-26 21:37;;3017;Manutenção programada;Transmissão;4;0,6;34,9;10;9,2;8,6;Armazém;Noite;21896;Mateus Sampaio;Odio cum neque quam. Sint laudantium laudantium minus. Sapiente cum non placeat.
WO0512;T001;Trator;New Holland;New-T163;Alta;Preditiva;Aberta;2025-02-12 22:03;;;3503;Condições ambientais;Transmissão;5;16,6;25,8;9;23,8;7,2;Armazém;Noite;970;Matteo Cirino;Ducimus at aliquam suscipit quas eum. Alias ducimus magni dolorem optio. Necessitatibus facilis modi dicta in blanditiis temporibus.
WO0513;T004;Trator;Valtra;Val-T81;Alta;Preventiva;Concluída;2023-08-18 21:44;2023-08-19 06:44;2023-08-23 22:36;6712;Manutenção programada;Pneus/Rodas;5;9;27,8;16;17,6;8,6;Fazenda A;Noite;7764;Maria Eduarda da Rosa;"Quidem iure dolor. Officia culpa sed. Porro laborum cum quos velit modi.
Quisquam consectetur dolores reiciendis. Quam iste exercitationem dicta."
WO0514;H008;Colhedora de cana;Valtra;Val-318;Média;Corretiva;Concluída;2025-05-26 11:07;2025-05-28 00:56;2025-05-31 03:52;4496;Sobrecarga;Motor;3;3,2;22,5;14;16,8;13,6;Fazenda A;Tarde;27112;Brenda Cavalcante;
WO0515;H004;Colhedora de cana;Valtra;Val-228;Alta;Preventiva;Aberta;2025-03-18 05:03;;;175;Manutenção programada;Sistema hidráulico;5;13,6;21,4;12;23,9;10,3;Fazenda B;Tarde;36920;Ana Sophia Cavalcanti;Sunt numquam veritatis optio dicta voluptatibus. Est neque harum corporis maiores accusantium vel vel. Corporis magni sequi fugiat fugit libero similique.
WO0516;H001;Colhedora de cana;Case IH;Cas-500;Média;Preventiva;Aberta;2024-10-15 09:48;;;5620;Manutenção programada;Pneus/Rodas;3;0,6;19,2;8;11,9;11,3;Fazenda A;Tarde;24857;Apollo da Rosa;
WO0517;T014;Trator;John Deere;Joh-T77;Média;Preditiva;Concluída;2023-02-09 08:09;2023-02-11 04:41;2023-02-17 14:40;9239;Falha mecânica;Transmissão;2;9,9;25,1;9;10,2;0,3;Fazenda B;Tarde;3723;Maria Julia Pires;Illum corrupti consectetur iusto nisi nisi quae. Molestias similique facilis doloribus eaque harum. Optio nihil pariatur consectetur eveniet. Necessitatibus sed facilis eveniet.
WO0518;H003;Colhedora de cana;Valtra;Val-478;Média;Corretiva;Aberta;2025-04-11 19:40;;;3485;Erro humano;Sistema hidráulico;2;21,7;11;10;22,1;0,4;Armazém;Noite;10735;Miguel Costa;
WO0519;H005;Colhedora de cana;Case IH;Cas-206;Alta;Preditiva;Concluída;2025-11-09 03:30;2025-11-09 19:14;2025-11-13 13:53;5439;Erro humano;Pneus/Rodas;4;2,3;48,6;13;18,1;15,8;Armazém;Noite;29064;Luana das Neves;Deleniti nam natus minima tenetur voluptatum inventore. Fugit dolorem tempore. Numquam voluptas expedita a eos. Repudiandae voluptas dolorum occaecati accusamus aliquid.
WO0520;T004;Trator;Valtra;Val-T81;Média;Preventiva;Aberta;2025-11-20 12:29;;;3541;Manutenção programada;Ferramentas de corte;2;1,7;8,6;16;19,1;17,4;Fazenda A;Manhã;8215;Maria Julia Oliveira;"Aspernatur sed quia nulla et tempore. Repellat rerum illo.
Aut ex alias nam provident placeat cumque. Neque deleniti itaque ullam praesentium pariatur impedit fuga. Corrupti mollitia rem laudantium."
WO0521;H001;Colhedora de cana;Case IH;Cas-500;Média;Preventiva;Aberta;2024-04-10 16:27;;;8048;Manutenção programada;Pneus/Rodas;3;22,7;20,9;10;23,8;1,1;Fazenda A;Manhã;21693;João Felipe Azevedo;
WO0522;T005;Trator;New Holland;New-T152;Alta;Corretiva;Em Andamento;2026-02-16 20:56;2026-02-16 22:01;;3265;Erro humano;Sistema hidráulico;5;7,6;47,6;10;21,2;13,6;Fazenda A;Noite;42455;Bella Azevedo;
WO0523;H003;Colhedora de cana;Valtra;Val-478;Alta;Preditiva;Aberta;2024-03-08 06:18;;;9397;Erro humano;Sistema elétrico;5;5,7;28,4;6;24;18,3;Armazém;Tarde;23334;Marcela Pimenta;Veritatis rerum animi atque. Amet sequi quae quisquam odit doloribus. Sunt debitis porro nam tempora consequatur nesciunt tenetur.
WO0524;T004;Trator;Valtra;Val-T81;Média;Preditiva;Aberta;2024-11-03 11:02;;;6505;Desgaste de peças;Sistema hidráulico;3;11,1;44,9;7;15,9;4,8;Fazenda A;Manhã;21155;Sophie Cunha;Optio odio atque sunt qui. Provident nam magni aut. Fugit consectetur fuga dignissimos eius.
WO0525;T003;Trator;AGCO;AGC-T75;Média;Preventiva;Aberta;2025-04-30 13:08;;;42;Manutenção programada;Transmissão;3;3,4;1,9;7;22,5;19,1;Fazenda B;Manhã;6276;Mariah Macedo;Possimus commodi sunt. Molestiae est iusto dolore nostrum fugiat ducimus. Magni quaerat dolorem debitis sint odit. Ea quos harum dolorum saepe qui amet.
WO0526;H001;Colhedora de cana;Case IH;Cas-500;Alta;Preventiva;Em Andamento;2026-02-04 14:05;2026-02-05 10:24;;5519;Manutenção programada;Sistema elétrico;4;7,9;26;11;21;13,1;Fazenda B;Noite;33212;Vicente Pinto;Laudantium tenetur maiores officia eligendi velit provident. Placeat consequuntur voluptatum reprehenderit. Quae dicta accusantium porro. Laudantium quisquam modi totam beatae.
WO0527;H008;Colhedora de cana;Valtra;Val-318;Alta;Preditiva;Aberta;2026-02-07 14:24;;;3245;Desgaste de peças;Motor;5;15,4;34,6;16;20;4,6;Fazenda B;Noite;9764;Kamilly da Rocha;
WO0528;H009;Colhedora de cana;Valtra;Val-288;Alta;Corretiva;Concluída;2023-12-24 02:03;2023-12-25 17:09;2023-12-29 06:59;5150;Falha mecânica;Sistema hidráulico;4;2,6;46,4;9;18,1;15,5;Fazenda A;Manhã;30539;Melina das Neves;
