OrderID,EquipmentID,EquipmentType,OrderType,Priority,CreationDate,FinishDate,Status,DowntimeHours,EstimatedCost,ActualCost,MaintenanceGroup,Description,AgeDays
384,COLH-047,Colhedora,Corretiva,4,2024-04-20,2024-05-04,Concluída,0.68,2786.31,2952.0699999999997,Mecânica,Falha inesperada,14
385,COLH-022,Colhedora,Corretiva,1,2024-11-02,2024-11-15,Concluída,13.8,5336.0,4381.22,Hidráulica,Falha inesperada,13
386,COLH-023,Colhedora,Corretiva,5,2024-06-08,2024-07-05,Concluída,4.78,7116.51,6506.99,Elétrica,Falha inesperada,27
387,COLH-002,Colhedora,Corretiva,2,2024-11-26,2024-11-30,Concluída,9.68,6877.54,7318.4,Mecânica,Falha inesperada,4
388,COLH-027,Colhedora,Corretiva,5,2024-09-20,2024-09-27,Concluída,4.24,6109.44,7235.66,Mecânica,Falha inesperada,7
389,COLH-042,Colhedora,Corretiva,4,2024-08-12,2024-09-03,Concluída,5.41,6091.57,7807.389999999999,Elétrica,Falha inesperada,22
390,COLH-002,Colhedora,Corretiva,2,2024-08-04,2024-08-14,Em execução,3.13,8322.94,8725.51,Elétrica,Falha inesperada,10
391,COLH-026,Colhedora,Corretiva,4,2024-02-14,2024-02-21,Aberta,5.78,6265.8,5624.01,Elétrica,Falha inesperada,7
392,COLH-017,Colhedora,Preventiva,2,2024-08-01,2024-08-22,Concluída,2.36,6388.45,6911.24,Hidráulica,Manutenção programada,21
393,COLH-040,Colhedora,Corretiva,3,2024-02-28,2024-03-14,Concluída,7.6,2841.63,2481.46,Elétrica,Falha inesperada,15
394,COLH-033,Colhedora,Corretiva,1,2024-05-11,2024-05-26,Concluída,6.88,6999.23,7612.98,Mecânica,Falha inesperada,15
395,COLH-009,Colhedora,Corretiva,1,2024-04-13,2024-04-17,Em execução,3.68,5597.75,5144.57,Elétrica,Falha inesperada,4
396,COLH-043,Colhedora,Preventiva,4,2024-07-13,2024-08-05,Concluída,2.48,4880.32,3508.66,Mecânica,Manutenção programada,23
397,COLH-048,Colhedora,Preventiva,1,2024-06-05,2024-06-28,Concluída,4.45,4508.54,5862.02,Mecânica,Manutenção programada,23
398,COLH-039,Colhedora,Corretiva,4,2024-04-07,2024-04-13,Em execução,11.99,4177.11,4295.98,Hidráulica,Falha inesperada,6
399,COLH-029,Colhedora,Corretiva,4,2024-08-13,2024-09-06,Concluída,9.37,6885.17,7224.9,Elétrica,Falha inesperada,24
400,COLH-042,Colhedora,Preventiva,4,2024-07-23,2024-08-12,Concluída,3.66,4957.46,6054.82,Hidráulica,Manutenção programada,20
401,COLH-026,Colhedora,Corretiva,1,2024-03-19,2024-04-14,Concluída,14.18,4232.48,6035.5599999999995,Elétrica,Falha inesperada,26
402,COLH-035,Colhedora,Corretiva,4,2024-05-03,2024-05-08,Concluída,9.71,3842.68,4718.74,Elétrica,Falha inesperada,5
403,COLH-025,Colhedora,Corretiva,1,2024-08-05,2024-08-25,Concluída,9.93,5255.9,5638.299999999999,Elétrica,Falha inesperada,20
404,COLH-024,Colhedora,Corretiva,4,2024-01-04,2024-01-16,Concluída,3.31,4460.59,5130.89,Elétrica,Falha inesperada,12
405,COLH-013,Colhedora,Preventiva,5,2024-03-30,2024-03-31,Concluída,1.89,4118.37,4182.54,Elétrica,Manutenção programada,1
406,COLH-007,Colhedora,Preventiva,4,2024-04-13,2024-05-11,Concluída,2.97,2926.77,3255.66,Mecânica,Manutenção programada,28
407,COLH-036,Colhedora,Corretiva,2,2024-04-28,2024-05-06,Concluída,5.58,6439.04,6854.93,Mecânica,Falha inesperada,8
408,COLH-045,Colhedora,Corretiva,4,2024-05-12,2024-05-13,Concluída,5.01,4792.97,4463.67,Elétrica,Falha inesperada,1
409,COLH-020,Colhedora,Preventiva,3,2024-11-07,2024-11-12,Em execução,2.12,3372.14,3689.08,Mecânica,Manutenção programada,5
410,COLH-001,Colhedora,Preventiva,4,2024-04-05,2024-04-27,Concluída,1.58,4593.15,5186.83,Hidráulica,Manutenção programada,22
411,COLH-008,Colhedora,Corretiva,2,2024-11-26,2024-12-02,Aberta,5.63,5823.7,6537.3099999999995,Hidráulica,Falha inesperada,6
412,COLH-046,Colhedora,Preventiva,2,2024-05-22,2024-06-20,Concluída,3.34,5043.26,5693.12,Hidráulica,Manutenção programada,29
413,COLH-016,Colhedora,Preventiva,1,2024-10-14,2024-11-04,Concluída,4.8,5286.49,4515.2699999999995,Elétrica,Manutenção programada,21
414,COLH-014,Colhedora,Preventiva,5,2024-01-28,2024-01-31,Em execução,3.8,5063.82,6347.23,Elétrica,Manutenção programada,3
415,COLH-012,Colhedora,Corretiva,4,2024-10-04,2024-10-19,Concluída,9.91,3084.72,4301.74,Mecânica,Falha inesperada,15
416,COLH-023,Colhedora,Corretiva,1,2024-08-20,2024-08-25,Aberta,3.13,6422.76,6645.84,Mecânica,Falha inesperada,5
417,COLH-015,Colhedora,Preventiva,5,2024-01-17,2024-02-14,Concluída,3.12,2437.63,3102.04,Mecânica,Manutenção programada,28
418,COLH-028,Colhedora,Corretiva,4,2024-02-28,2024-03-23,Concluída,7.8,5692.3,5819.06,Hidráulica,Falha inesperada,24
419,COLH-034,Colhedora,Preventiva,3,2024-03-30,2024-04-13,Concluída,3.29,5923.36,6824.929999999999,Hidráulica,Manutenção programada,14
420,COLH-002,Colhedora,Corretiva,4,2024-07-17,2024-08-04,Em execução,6.92,4670.23,4318.8099999999995,Hidráulica,Falha inesperada,18
421,COLH-032,Colhedora,Corretiva,2,2024-12-27,2025-01-12,Em execução,12.99,5530.13,6904.1,Hidráulica,Falha inesperada,16
422,COLH-023,Colhedora,Corretiva,2,2024-01-26,2024-02-01,Concluída,8.16,4584.3,5446.07,Mecânica,Falha inesperada,6
423,COLH-022,Colhedora,Corretiva,3,2024-01-25,2024-02-19,Concluída,8.45,5548.24,6428.59,Elétrica,Falha inesperada,25
424,COLH-025,Colhedora,Preventiva,1,2024-10-27,2024-11-20,Concluída,1.04,6489.38,6705.34,Elétrica,Manutenção programada,24
425,COLH-022,Colhedora,Preventiva,5,2024-12-04,2024-12-18,Concluída,2.89,3811.81,2981.72,Hidráulica,Manutenção programada,14
426,COLH-022,Colhedora,Preventiva,4,2024-09-23,2024-10-20,Concluída,4.15,6010.95,7018.099999999999,Elétrica,Manutenção programada,27
427,COLH-049,Colhedora,Corretiva,2,2024-06-29,2024-07-23,Concluída,9.67,7538.6,6734.950000000001,Elétrica,Falha inesperada,24
428,COLH-042,Colhedora,Corretiva,1,2024-12-25,2025-01-02,Concluída,1.53,5396.85,6413.63,Elétrica,Falha inesperada,8
429,COLH-006,Colhedora,Corretiva,3,2024-03-08,2024-04-06,Em execução,6.65,4245.34,3927.6400000000003,Hidráulica,Falha inesperada,29
430,COLH-015,Colhedora,Corretiva,2,2024-12-16,2024-12-23,Em execução,13.2,8394.85,7425.21,Mecânica,Falha inesperada,7
431,COLH-043,Colhedora,Corretiva,3,2024-11-16,2024-11-24,Concluída,7.55,5133.06,5433.860000000001,Mecânica,Falha inesperada,8
432,COLH-037,Colhedora,Corretiva,4,2024-02-18,2024-03-02,Aberta,8.97,5347.29,6593.53,Elétrica,Falha inesperada,13
433,COLH-033,Colhedora,Corretiva,5,2024-06-23,2024-06-29,Concluída,12.86,5378.56,4906.08,Mecânica,Falha inesperada,6
434,COLH-008,Colhedora,Corretiva,2,2024-02-21,2024-03-10,Concluída,7.54,5671.79,7251.02,Mecânica,Falha inesperada,18
435,COLH-044,Colhedora,Preventiva,2,2024-04-11,2024-04-13,Em execução,3.79,4491.69,5317.08,Hidráulica,Manutenção programada,2
436,COLH-044,Colhedora,Preventiva,4,2024-08-03,2024-08-11,Aberta,3.41,5284.99,5710.4,Hidráulica,Manutenção programada,8
437,COLH-005,Colhedora,Corretiva,1,2024-07-06,2024-07-17,Concluída,9.88,6428.28,6379.78,Elétrica,Falha inesperada,11
438,COLH-039,Colhedora,Corretiva,5,2024-02-26,2024-02-27,Concluída,9.14,4439.9,4447.179999999999,Elétrica,Falha inesperada,1
439,COLH-004,Colhedora,Preventiva,2,2024-02-16,2024-03-09,Concluída,2.45,4370.01,5014.14,Elétrica,Manutenção programada,22
440,COLH-006,Colhedora,Corretiva,5,2024-06-07,2024-07-06,Concluída,6.66,4561.87,5538.7,Hidráulica,Falha inesperada,29
441,COLH-045,Colhedora,Preventiva,2,2024-06-22,2024-06-28,Concluída,2.15,3353.34,3178.54,Mecânica,Manutenção programada,6
442,COLH-032,Colhedora,Preventiva,5,2024-08-29,2024-09-14,Concluída,1.36,3975.74,3630.5299999999997,Hidráulica,Manutenção programada,16
443,COLH-030,Colhedora,Corretiva,3,2024-10-08,2024-11-04,Concluída,11.73,3914.63,4043.57,Hidráulica,Falha inesperada,27
444,COLH-047,Colhedora,Corretiva,2,2024-08-28,2024-09-17,Concluída,8.03,4999.22,6414.120000000001,Mecânica,Falha inesperada,20
445,COLH-035,Colhedora,Corretiva,5,2024-01-05,2024-01-17,Concluída,11.58,6254.22,5580.71,Mecânica,Falha inesperada,12
446,COLH-040,Colhedora,Corretiva,1,2024-03-24,2024-04-04,Em execução,12.7,7180.57,8394.55,Elétrica,Falha inesperada,11
447,COLH-016,Colhedora,Corretiva,3,2024-11-03,2024-12-02,Concluída,8.16,5085.78,5419.599999999999,Mecânica,Falha inesperada,29
448,COLH-013,Colhedora,Preventiva,3,2024-12-26,2025-01-22,Concluída,1.69,5684.7,4662.51,Mecânica,Manutenção programada,27
449,COLH-042,Colhedora,Corretiva,1,2024-09-04,2024-10-03,Em execução,7.41,5365.09,5295.78,Mecânica,Falha inesperada,29
450,COLH-030,Colhedora,Corretiva,5,2024-02-23,2024-03-04,Aberta,5.99,1859.84,2647.5699999999997,Mecânica,Falha inesperada,10
451,COLH-019,Colhedora,Preventiva,4,2024-06-09,2024-06-12,Concluída,1.02,3278.16,5019.61,Elétrica,Manutenção programada,3
452,COLH-017,Colhedora,Preventiva,1,2024-08-13,2024-08-26,Concluída,2.5,6141.9,5380.0,Elétrica,Manutenção programada,13
453,COLH-019,Colhedora,Corretiva,5,2024-01-15,2024-02-11,Concluída,7.79,6287.73,4332.389999999999,Mecânica,Falha inesperada,27
454,COLH-028,Colhedora,Corretiva,1,2024-08-11,2024-08-14,Aberta,6.07,6253.41,5505.7699999999995,Mecânica,Falha inesperada,3
455,COLH-026,Colhedora,Corretiva,1,2024-03-01,2024-03-16,Aberta,5.69,4733.28,5937.61,Elétrica,Falha inesperada,15
456,COLH-037,Colhedora,Preventiva,2,2024-05-01,2024-05-17,Concluída,1.72,2007.75,872.76,Elétrica,Manutenção programada,16
457,COLH-026,Colhedora,Corretiva,5,2024-10-03,2024-11-01,Concluída,8.59,3457.21,4955.01,Mecânica,Falha inesperada,29
458,COLH-023,Colhedora,Corretiva,4,2024-02-15,2024-02-28,Concluída,13.61,3686.74,4958.59,Hidráulica,Falha inesperada,13
459,COLH-009,Colhedora,Preventiva,2,2024-10-20,2024-11-06,Concluída,4.28,5943.15,6395.98,Elétrica,Manutenção programada,17
460,COLH-012,Colhedora,Corretiva,1,2024-03-02,2024-03-05,Concluída,9.96,4463.94,4262.849999999999,Elétrica,Falha inesperada,3
461,COLH-001,Colhedora,Preventiva,1,2024-03-26,2024-04-15,Concluída,3.68,7535.6,7879.81,Elétrica,Manutenção programada,20
462,COLH-001,Colhedora,Preventiva,1,2024-07-28,2024-08-08,Concluída,2.87,7201.46,7990.33,Mecânica,Manutenção programada,11
463,COLH-047,Colhedora,Corretiva,5,2024-03-18,2024-04-14,Concluída,2.59,7510.55,8177.33,Mecânica,Falha inesperada,27
464,COLH-034,Colhedora,Preventiva,5,2024-07-20,2024-08-10,Concluída,2.63,3625.23,5316.96,Elétrica,Manutenção programada,21
465,COLH-032,Colhedora,Corretiva,2,2024-10-28,2024-11-16,Concluída,5.09,5736.34,5828.26,Mecânica,Falha inesperada,19
466,COLH-048,Colhedora,Preventiva,4,2024-08-10,2024-09-01,Concluída,3.15,4283.71,3543.04,Mecânica,Manutenção programada,22
467,COLH-025,Colhedora,Corretiva,2,2024-08-09,2024-08-20,Concluída,11.7,5491.81,4609.990000000001,Elétrica,Falha inesperada,11
468,COLH-040,Colhedora,Preventiva,3,2024-01-03,2024-01-31,Em execução,4.97,3791.58,2749.75,Mecânica,Manutenção programada,28
469,COLH-045,Colhedora,Corretiva,1,2024-01-06,2024-01-22,Concluída,8.19,6839.23,7296.25,Hidráulica,Falha inesperada,16
470,COLH-001,Colhedora,Preventiva,1,2024-04-02,2024-04-23,Em execução,1.33,3819.6,3932.11,Mecânica,Manutenção programada,21
471,COLH-016,Colhedora,Preventiva,1,2024-01-08,2024-01-11,Concluída,3.06,2079.14,2405.2599999999998,Mecânica,Manutenção programada,3
472,COLH-039,Colhedora,Corretiva,2,2024-08-22,2024-09-13,Concluída,8.27,8050.67,7921.02,Elétrica,Falha inesperada,22
473,COLH-005,Colhedora,Preventiva,2,2024-04-17,2024-04-23,Concluída,3.68,5663.75,5075.62,Elétrica,Manutenção programada,6
474,COLH-022,Colhedora,Corretiva,1,2024-06-09,2024-06-23,Aberta,7.94,3396.31,4187.78,Hidráulica,Falha inesperada,14
475,COLH-029,Colhedora,Corretiva,2,2024-07-27,2024-08-20,Concluída,8.2,4756.59,3086.1400000000003,Mecânica,Falha inesperada,24
476,COLH-003,Colhedora,Corretiva,5,2024-08-27,2024-09-14,Concluída,6.1,4134.71,3793.4300000000003,Hidráulica,Falha inesperada,18
477,COLH-012,Colhedora,Corretiva,5,2024-11-26,2024-12-13,Concluída,7.06,5008.61,5937.799999999999,Hidráulica,Falha inesperada,17
478,COLH-026,Colhedora,Corretiva,2,2024-11-28,2024-12-02,Concluída,9.54,6204.17,5783.5,Elétrica,Falha inesperada,4
479,COLH-016,Colhedora,Preventiva,1,2024-02-19,2024-03-13,Concluída,0.99,5968.67,6582.01,Mecânica,Manutenção programada,23
480,COLH-037,Colhedora,Corretiva,2,2024-01-11,2024-01-26,Concluída,7.05,5380.59,5040.38,Elétrica,Falha inesperada,15
481,COLH-022,Colhedora,Preventiva,2,2024-12-16,2024-12-27,Em execução,3.69,5007.88,4943.2,Hidráulica,Manutenção programada,11
482,COLH-029,Colhedora,Corretiva,2,2024-06-04,2024-06-30,Em execução,12.92,6618.01,7377.950000000001,Hidráulica,Falha inesperada,26
483,COLH-014,Colhedora,Preventiva,3,2024-03-10,2024-03-13,Concluída,2.6,2111.81,1389.53,Elétrica,Manutenção programada,3
484,COLH-028,Colhedora,Preventiva,5,2024-06-17,2024-06-20,Concluída,4.19,3876.6,4772.82,Elétrica,Manutenção programada,3
485,COLH-005,Colhedora,Corretiva,4,2024-09-28,2024-10-14,Em execução,13.07,3532.01,3868.75,Elétrica,Falha inesperada,16
486,COLH-047,Colhedora,Preventiva,4,2024-03-08,2024-03-13,Em execução,2.61,6509.39,7814.540000000001,Elétrica,Manutenção programada,5
487,COLH-049,Colhedora,Corretiva,3,2024-12-20,2025-01-10,Em execução,6.33,3891.36,4357.88,Elétrica,Falha inesperada,21
488,COLH-030,Colhedora,Preventiva,2,2024-09-08,2024-10-07,Concluída,2.82,3071.07,2515.48,Hidráulica,Manutenção programada,29
489,COLH-046,Colhedora,Corretiva,3,2024-02-17,2024-02-27,Concluída,7.75,5823.99,7506.389999999999,Elétrica,Falha inesperada,10
490,COLH-005,Colhedora,Preventiva,3,2024-07-02,2024-07-21,Concluída,4.09,3636.88,3148.13,Mecânica,Manutenção programada,19
491,COLH-012,Colhedora,Corretiva,1,2024-11-15,2024-12-10,Concluída,5.68,4473.91,4592.19,Hidráulica,Falha inesperada,25
492,COLH-016,Colhedora,Corretiva,5,2024-07-05,2024-07-09,Concluída,12.61,8571.72,9637.65,Hidráulica,Falha inesperada,4
493,COLH-026,Colhedora,Preventiva,4,2024-03-30,2024-04-28,Aberta,2.2,6180.71,4976.77,Mecânica,Manutenção programada,29
494,COLH-026,Colhedora,Corretiva,2,2024-11-27,2024-12-26,Aberta,4.21,4683.44,6135.179999999999,Mecânica,Falha inesperada,29
495,COLH-048,Colhedora,Corretiva,4,2024-05-18,2024-06-06,Em execução,9.57,4818.31,4197.6,Hidráulica,Falha inesperada,19
496,COLH-021,Colhedora,Corretiva,4,2024-12-22,2025-01-02,Concluída,11.69,6361.23,6297.23,Elétrica,Falha inesperada,11
497,COLH-039,Colhedora,Corretiva,5,2024-03-29,2024-03-31,Concluída,8.54,5994.31,6525.400000000001,Hidráulica,Falha inesperada,2
498,COLH-036,Colhedora,Corretiva,4,2024-09-30,2024-10-10,Em execução,9.31,5113.4,5380.04,Hidráulica,Falha inesperada,10
499,COLH-033,Colhedora,Corretiva,4,2024-01-19,2024-02-17,Concluída,13.86,5155.34,6086.68,Mecânica,Falha inesperada,29
500,COLH-030,Colhedora,Corretiva,3,2024-11-06,2024-11-17,Concluída,11.73,2780.23,1799.58,Hidráulica,Falha inesperada,11
501,COLH-037,Colhedora,Corretiva,5,2024-12-23,2025-01-17,Concluída,8.09,2464.98,3346.94,Elétrica,Falha inesperada,25
502,COLH-023,Colhedora,Preventiva,1,2024-06-02,2024-06-22,Em execução,2.57,4734.77,5680.56,Mecânica,Manutenção programada,20
503,COLH-010,Colhedora,Corretiva,2,2024-09-16,2024-10-02,Concluída,11.29,4050.07,5173.450000000001,Hidráulica,Falha inesperada,16
504,COLH-005,Colhedora,Corretiva,4,2024-04-17,2024-05-06,Concluída,10.49,5879.12,4907.389999999999,Hidráulica,Falha inesperada,19
505,COLH-036,Colhedora,Corretiva,2,2024-10-11,2024-11-03,Em execução,9.26,5295.77,4420.620000000001,Elétrica,Falha inesperada,23
506,COLH-034,Colhedora,Corretiva,1,2024-02-28,2024-03-23,Concluída,7.02,3840.84,3866.94,Hidráulica,Falha inesperada,24
507,COLH-031,Colhedora,Preventiva,2,2024-05-04,2024-05-15,Aberta,2.92,5244.8,4456.14,Hidráulica,Manutenção programada,11
508,COLH-010,Colhedora,Corretiva,1,2024-12-19,2025-01-02,Concluída,7.56,4372.65,3229.4799999999996,Hidráulica,Falha inesperada,14
509,COLH-019,Colhedora,Corretiva,3,2024-09-29,2024-10-01,Concluída,7.07,8099.9,8091.53,Hidráulica,Falha inesperada,2
510,COLH-032,Colhedora,Preventiva,4,2024-04-16,2024-05-09,Concluída,2.4,5579.36,6066.629999999999,Elétrica,Manutenção programada,23
511,COLH-001,Colhedora,Preventiva,1,2024-10-25,2024-11-22,Concluída,3.27,2659.09,5198.27,Hidráulica,Manutenção programada,28
512,COLH-005,Colhedora,Corretiva,2,2024-09-01,2024-09-06,Concluída,6.06,7730.77,8469.710000000001,Hidráulica,Falha inesperada,5
513,COLH-045,Colhedora,Preventiva,4,2024-12-01,2024-12-28,Concluída,3.18,4050.28,5752.1,Hidráulica,Manutenção programada,27
514,COLH-004,Colhedora,Preventiva,3,2024-09-03,2024-09-08,Concluída,0.9,3537.89,3802.5699999999997,Mecânica,Manutenção programada,5
515,COLH-016,Colhedora,Corretiva,4,2024-01-08,2024-01-27,Concluída,6.2,8215.53,8963.18,Elétrica,Falha inesperada,19
516,COLH-024,Colhedora,Preventiva,1,2024-05-20,2024-06-10,Concluída,4.1,5518.75,5701.84,Mecânica,Manutenção programada,21
517,COLH-016,Colhedora,Preventiva,3,2024-12-27,2025-01-08,Concluída,2.1,6051.15,8497.65,Mecânica,Manutenção programada,12
518,COLH-002,Colhedora,Corretiva,2,2024-01-08,2024-01-26,Concluída,9.78,6099.59,5851.12,Elétrica,Falha inesperada,18
519,COLH-049,Colhedora,Corretiva,3,2024-12-17,2024-12-21,Concluída,5.55,4691.02,4551.040000000001,Mecânica,Falha inesperada,4
520,COLH-028,Colhedora,Corretiva,3,2024-04-03,2024-04-25,Concluída,10.33,4141.39,5078.620000000001,Mecânica,Falha inesperada,22
521,COLH-032,Colhedora,Preventiva,5,2024-11-16,2024-12-03,Concluída,2.7,4386.11,4852.09,Mecânica,Manutenção programada,17
522,COLH-027,Colhedora,Preventiva,3,2024-02-08,2024-02-18,Concluída,2.66,7413.3,7373.97,Elétrica,Manutenção programada,10
523,COLH-020,Colhedora,Preventiva,3,2024-03-21,2024-04-10,Concluída,3.05,5305.68,6373.9800000000005,Hidráulica,Manutenção programada,20
524,COLH-024,Colhedora,Corretiva,4,2024-07-05,2024-07-11,Concluída,3.97,6969.37,7236.45,Elétrica,Falha inesperada,6
525,COLH-012,Colhedora,Corretiva,2,2024-03-24,2024-04-18,Concluída,10.92,4885.33,5146.7699999999995,Elétrica,Falha inesperada,25
526,COLH-035,Colhedora,Corretiva,4,2024-03-28,2024-04-11,Concluída,11.91,3866.92,4351.39,Elétrica,Falha inesperada,14
527,COLH-033,Colhedora,Corretiva,4,2024-08-29,2024-09-09,Concluída,6.92,2836.68,1749.3799999999999,Mecânica,Falha inesperada,11
528,COLH-033,Colhedora,Corretiva,1,2024-12-07,2024-12-18,Concluída,9.57,5972.0,4997.4,Hidráulica,Falha inesperada,11
529,COLH-043,Colhedora,Preventiva,4,2024-04-02,2024-05-01,Concluída,3.78,7541.15,8710.67,Elétrica,Manutenção programada,29
530,COLH-037,Colhedora,Corretiva,5,2024-03-26,2024-04-13,Concluída,7.73,3671.04,3429.47,Elétrica,Falha inesperada,18
531,COLH-012,Colhedora,Preventiva,5,2024-02-13,2024-03-11,Concluída,1.89,5770.06,5963.700000000001,Hidráulica,Manutenção programada,27
532,COLH-003,Colhedora,Corretiva,1,2024-05-16,2024-06-08,Concluída,12.78,2936.58,4526.53,Hidráulica,Falha inesperada,23
533,COLH-001,Colhedora,Corretiva,2,2024-03-14,2024-04-05,Aberta,6.82,4166.45,4396.16,Hidráulica,Falha inesperada,22
534,COLH-033,Colhedora,Corretiva,2,2024-02-05,2024-02-23,Em execução,6.17,5401.91,5533.84,Mecânica,Falha inesperada,18
535,COLH-040,Colhedora,Corretiva,4,2024-04-10,2024-05-04,Aberta,12.92,2407.56,3424.42,Hidráulica,Falha inesperada,24
536,COLH-010,Colhedora,Preventiva,4,2024-06-04,2024-06-27,Concluída,3.61,4972.97,4794.360000000001,Mecânica,Manutenção programada,23
537,COLH-043,Colhedora,Corretiva,4,2024-09-11,2024-09-22,Em execução,8.77,3744.95,5007.29,Elétrica,Falha inesperada,11
538,COLH-044,Colhedora,Preventiva,2,2024-06-19,2024-07-10,Em execução,2.03,5907.14,6907.59,Mecânica,Manutenção programada,21
539,COLH-029,Colhedora,Corretiva,3,2024-08-03,2024-08-15,Concluída,10.41,4751.9,6516.17,Hidráulica,Falha inesperada,12
540,COLH-013,Colhedora,Preventiva,5,2024-06-18,2024-06-23,Concluída,5.9,6409.16,6156.889999999999,Mecânica,Manutenção programada,5
541,COLH-012,Colhedora,Corretiva,3,2024-09-08,2024-10-01,Concluída,10.64,4580.6,5974.18,Hidráulica,Falha inesperada,23
542,COLH-031,Colhedora,Preventiva,3,2024-12-25,2025-01-03,Concluída,3.5,2956.43,3699.7,Mecânica,Manutenção programada,9
543,COLH-046,Colhedora,Preventiva,2,2024-11-17,2024-12-14,Aberta,3.72,2769.56,2009.27,Elétrica,Manutenção programada,27
544,COLH-002,Colhedora,Corretiva,3,2024-02-24,2024-03-20,Concluída,7.02,2136.49,359.5499999999997,Mecânica,Falha inesperada,25
545,COLH-035,Colhedora,Corretiva,1,2024-03-31,2024-04-09,Concluída,6.99,5949.44,5611.0199999999995,Elétrica,Falha inesperada,9
546,COLH-023,Colhedora,Preventiva,4,2024-10-04,2024-10-26,Concluída,2.65,8836.6,9370.48,Hidráulica,Manutenção programada,22
547,COLH-017,Colhedora,Preventiva,1,2024-04-10,2024-04-20,Concluída,2.43,5652.86,6302.74,Elétrica,Manutenção programada,10
548,COLH-026,Colhedora,Corretiva,5,2024-06-03,2024-06-25,Concluída,6.94,7508.07,7760.8099999999995,Hidráulica,Falha inesperada,22
549,COLH-008,Colhedora,Preventiva,4,2024-12-14,2025-01-02,Concluída,2.64,6700.36,6960.259999999999,Hidráulica,Manutenção programada,19
550,COLH-029,Colhedora,Preventiva,3,2024-12-29,2024-12-30,Concluída,2.76,4222.5,4421.71,Elétrica,Manutenção programada,1
551,COLH-026,Colhedora,Preventiva,5,2024-05-20,2024-05-27,Em execução,2.73,6897.97,8022.9400000000005,Elétrica,Manutenção programada,7
552,COLH-010,Colhedora,Preventiva,4,2024-06-21,2024-06-25,Em execução,3.24,4282.14,3433.1100000000006,Mecânica,Manutenção programada,4
553,COLH-026,Colhedora,Preventiva,3,2024-01-10,2024-01-11,Em execução,3.08,4311.94,4826.57,Mecânica,Manutenção programada,1
554,COLH-034,Colhedora,Corretiva,1,2024-08-15,2024-08-30,Em execução,8.5,4687.11,4328.91,Elétrica,Falha inesperada,15
555,COLH-041,Colhedora,Corretiva,4,2024-09-21,2024-09-29,Concluída,12.57,4758.2,4332.969999999999,Elétrica,Falha inesperada,8
556,COLH-007,Colhedora,Corretiva,3,2024-09-04,2024-09-16,Em execução,8.23,5992.05,7233.030000000001,Elétrica,Falha inesperada,12
557,COLH-004,Colhedora,Preventiva,1,2024-09-03,2024-09-25,Concluída,5.21,3993.67,3507.06,Elétrica,Manutenção programada,22
558,COLH-045,Colhedora,Preventiva,5,2024-06-03,2024-06-25,Em execução,3.35,6333.65,6522.04,Hidráulica,Manutenção programada,22
559,COLH-011,Colhedora,Corretiva,5,2024-02-03,2024-02-21,Em execução,6.66,6312.12,8178.92,Elétrica,Falha inesperada,18
560,COLH-029,Colhedora,Preventiva,5,2024-05-08,2024-05-23,Concluída,4.35,5514.45,6484.91,Elétrica,Manutenção programada,15
561,COLH-036,Colhedora,Preventiva,5,2024-06-08,2024-06-25,Aberta,2.92,7909.42,7845.4400000000005,Elétrica,Manutenção programada,17
562,COLH-025,Colhedora,Corretiva,2,2024-03-29,2024-04-27,Concluída,0.82,6931.09,6933.1900000000005,Elétrica,Falha inesperada,29
563,COLH-021,Colhedora,Corretiva,4,2024-04-02,2024-04-16,Concluída,7.99,6604.59,5922.83,Hidráulica,Falha inesperada,14
564,COLH-036,Colhedora,Corretiva,4,2024-11-22,2024-12-06,Em execução,7.25,5099.23,6439.75,Mecânica,Falha inesperada,14
565,COLH-010,Colhedora,Corretiva,2,2024-08-28,2024-09-15,Aberta,12.82,5527.65,6636.73,Mecânica,Falha inesperada,18
566,COLH-037,Colhedora,Corretiva,3,2024-11-18,2024-12-08,Concluída,5.31,5785.71,6634.99,Mecânica,Falha inesperada,20
567,COLH-009,Colhedora,Corretiva,3,2024-04-26,2024-05-14,Aberta,7.0,5019.86,5957.33,Mecânica,Falha inesperada,18
568,COLH-024,Colhedora,Corretiva,5,2024-04-03,2024-04-19,Em execução,11.8,4436.65,4117.03,Mecânica,Falha inesperada,16
569,COLH-035,Colhedora,Corretiva,1,2024-06-11,2024-06-12,Em execução,9.18,1391.43,453.1,Hidráulica,Falha inesperada,1
570,COLH-049,Colhedora,Corretiva,3,2024-04-08,2024-05-01,Em execução,7.49,6076.65,6825.08,Mecânica,Falha inesperada,23
571,COLH-035,Colhedora,Corretiva,1,2024-04-22,2024-05-19,Concluída,5.73,6562.17,7573.02,Hidráulica,Falha inesperada,27
572,COLH-048,Colhedora,Preventiva,4,2024-12-24,2025-01-04,Concluída,3.35,3258.32,4843.96,Hidráulica,Manutenção programada,11
573,COLH-036,Colhedora,Corretiva,1,2024-03-31,2024-04-15,Concluída,7.91,5907.75,6047.04,Mecânica,Falha inesperada,15
574,COLH-018,Colhedora,Preventiva,4,2024-12-11,2024-12-23,Em execução,2.23,4112.71,4135.31,Mecânica,Manutenção programada,12
575,COLH-049,Colhedora,Preventiva,2,2024-07-24,2024-08-01,Em execução,2.28,4450.21,4558.8,Mecânica,Manutenção programada,8
